query_id,observation_id,core,transform,lhs_substituent,rhs_substituent,lhs_index,rhs_index,lhs_group_molecules,rhs_group_molecules,molecule_pair_multiplicity,core_heavy_atoms,lhs_substituent_heavy_atoms,rhs_substituent_heavy_atoms,lhs_parent_heavy_atoms,rhs_parent_heavy_atoms,train_cores,support_tier,mismatched_transform,seed_hash,target_hash,seed_smiles,target_smiles
66bdfc39b1dc39695d246cea6bbe77dbebf19041da88fc6713359bbcac5b402e,dc7831ddfdf53869360df104edfe7582d0c046c3523d21117f089cb1a3d294ed,COC(=O)C(C[*:1])OC(=O)C1SCCCS1,CC(C)[*:1]>>c1ccc([*:1])cc1,CC(C)[*:1],c1ccc([*:1])cc1,37220,25226,1,1,1.0,15,3,6,18,21,85,20+,C[*:1]>>NC(=O)[*:1],fd576bc6129ead6bae4f8dd995005330ee9bce266594b7c67bd5473f2cdc2557,d5162b5aea7af8964fdbf82b9c4ce6d71eb04966ed523aa0b56e4ef425dec267,COC(=O)C(CC(C)C)OC(=O)C1SCCCS1,COC(=O)C(Cc1ccccc1)OC(=O)C1SCCCS1
f7dd472a917800d081b15c5268f1796a80426cf31f38f32ff879103602e57c99,8c19a7f80f78dcb5713ee5065ffca333e1e42c0eff26758ba8f9054d1db7651a,Cc1cc(NS(=O)(=O)c2cc([*:1])ccc2Br)no1,Br[*:1]>>C[*:1],Br[*:1],C[*:1],18947,44942,1,1,1.0,17,1,1,18,18,83,20+,C1CCC([*:1])CC1>>c1ccc([*:1])cc1,39ecdb0bd4513c39fac2a52ad1fefd06e9ac476b0a2ce042b0bf3fe7eb3e5da9,8c1599fca4dbde8a5942d19a4dbf906937faf5e6c64d82e4e21a435f1021902a,Cc1cc(NS(=O)(=O)c2cc(Br)ccc2Br)no1,Cc1ccc(Br)c(S(=O)(=O)Nc2cc(C)on2)c1
2c4fc3746e377d48023734c3a445fbc4a2f9560ef49ba23007f2d23dc91aeea4,4465464b46651cff3a9aae9bf65258551f2288b990f9c4f52e310b32ce422f42,CN1C(=O)CCC1CC(=O)NCC1CCC[NH+]1[*:1],CCC[*:1]>>C[*:1],CCC[*:1],C[*:1],2552,46605,1,1,1.0,17,3,1,20,18,79,20+,Cc1ccc([*:1])cc1>>c1ccc([*:1])cc1,77aef38d122d022e3c2431c5940321d456aaac2e133f000f4ca846ef78e90232,15a27a88bf1630d98fd9f3ce061345f58866481f793d056ead523e2351c29421,CCC[NH+]1CCCC1CNC(=O)CC1CCC(=O)N1C,CN1C(=O)CCC1CC(=O)NCC1CCC[NH+]1C
7d2dc20ecb5295c86e5c0b1195751db4ad4c9562414381f041aede446116a00f,5fc5220ce5a125defa95c6a22bcf7b3be8f3cb5b7786136b8c6ece3c16391692,O=C(O[*:1])C1CN(C(=O)c2cncs2)CC1c1ccccc1,CC(C)(C)[*:1]>>C[*:1],CC(C)(C)[*:1],C[*:1],18844,31528,1,1,1.0,21,4,1,25,22,78,20+,Br[*:1]>>F[*:1],5ad9e21cc2c42a3105e94ac4093c7b05f801ffb4d4be00338c41f9f908f193c8,6169ae7ffb4392cd4aa38ffa31ca6aca490437ea534f6fb383f8cfba3942758f,CC(C)(C)OC(=O)C1CN(C(=O)c2cncs2)CC1c1ccccc1,COC(=O)C1CN(C(=O)c2cncs2)CC1c1ccccc1
123fa01617b1b023bfdb6fe32ba5c818c46fcee70a4e1169efc0a8e2b8e5e851,1804a08db2d2482e24efc508e71dfdbfb3ff9386c16326e15dd25feeee25d08a,CCC1NC(=O)C(C(C)CC)N(CCS[*:1])C1=O,C[*:1]>>FC(F)(F)[*:1],C[*:1],FC(F)(F)[*:1],3853,17661,1,1,1.0,17,1,4,18,21,77,20+,C1CCC([*:1])C1>>CC(C)[*:1],594700ab30175ee773a82e47a3198751142c1f954a6ea6901dff9d3a81c58a0d,28dd54ddc98aa117d86a93da0950c2dd25487793cc2b14592290eb6d3dc197c3,CCC1NC(=O)C(C(C)CC)N(CCSC)C1=O,CCC1NC(=O)C(C(C)CC)N(CCSC(F)(F)F)C1=O
5af67e30d56e7698e6f36f7f49ee7d348b4ea7e07b986b15e2e5dd5cec3f5aa3,f88ca1d598fe18bbb76c5a23dde768dc66828fa8c32d6e124a16607f2cb69081,O=C(Nc1nnc(C2CC2)s1)C1CCc2cc([*:1])ccc21,Br[*:1]>>F[*:1],Br[*:1],F[*:1],1755,28614,1,1,1.0,20,1,1,21,21,74,20+,CC[*:1]>>COC(=O)[*:1],338f8dd739ba7f13d01b19b9225b3d57447a69f9dfc3df3aae850474126ebefc,1c6b13219a13c648cddf4bf50a68061cd70f544e332a5e8ba131ef6e5db3d77b,O=C(Nc1nnc(C2CC2)s1)C1CCc2cc(Br)ccc21,O=C(Nc1nnc(C2CC2)s1)C1CCc2cc(F)ccc21
5cb05d78ada371f40e79893e9d5c80e0bfed44337613d4ab8000e38857543231,2eb983fee450878b35859421679efab66d4505b97fa1296e5aa756eed704f08c,CN(C(=O)C[*:1])C1CC(Nc2nccnc2C#N)C1,CC(C)C[*:1]>>CC(C)[*:1],CC(C)C[*:1],CC(C)[*:1],36483,4724,1,1,1.0,18,4,3,22,21,74,20+,N[*:1]>>O=[N+]([O-])[*:1],d6517267b4220ab418138d3080913eb7dbcc461b68a6d0e06bca6c82e399c906,fbe49cba6209232e60bf4023039d29b05c9c89ef8ad34f00f2609cd4192fff84,CC(C)CCC(=O)N(C)C1CC(Nc2nccnc2C#N)C1,CC(C)CC(=O)N(C)C1CC(Nc2nccnc2C#N)C1
c58a667e556287f893427a2e4c94f93215ac158acb4de19265e7b025bf4d66ed,08b6e647d76a1089b88a130e37538c5376294d714ebcbdc244758a1616a9cbf9,CC(C)(C)OC(=O)N1CCC12CC[NH+](Cc1ccc([*:1])o1)C2,C[*:1]>>OC[*:1],C[*:1],OC[*:1],42421,4523,1,1,1.0,21,1,2,22,23,74,20+,C[*:1]>>N[*:1],ec2c0dae6d316dfc7c11ef72bedea39dc867c637012192f7a7c9e3feb5145f11,7a0af8289f6c1b2d897633044ae78ef8e1431d24282297c4b05be7ec5c4e17a2,Cc1ccc(C[NH+]2CCC3(CCN3C(=O)OC(C)(C)C)C2)o1,CC(C)(C)OC(=O)N1CCC12CC[NH+](Cc1ccc(CO)o1)C2
ac8bc6e4090dcee343fed160355410f08334760e6edf81d375ac13c0dff39ad4,a8493d7ef60998919b4cfa14406a84e4cf78289575e1f19381bb296c68e2b23c,COc1nc(C(=O)NC2CN(C(=O)C[NH+]3CCCC3C)CC2[*:1])co1,CO[*:1]>>O[*:1],CO[*:1],O[*:1],49673,14229,1,1,1.0,24,2,1,26,25,71,20+,C1CC([*:1])C1>>CC(C)C[*:1],2be84d5bbd4346ad4d4011f816ae10fe485059bcc94d6d55007468e3a6559161,97bec373d0707ce4ab6f6d2019c4b35733ed152fd7f2767745f90b226fe1d70d,COc1nc(C(=O)NC2CN(C(=O)C[NH+]3CCCC3C)CC2OC)co1,COc1nc(C(=O)NC2CN(C(=O)C[NH+]3CCCC3C)CC2O)co1
aa27b653ace1c56ed074d7d633f7c39a9c51867f35c33b84434419aa46bb3590,8d768e1a27a2ca0d20dab76eab2f720e64be324e1d7570de72bb46272ad18f57,O=C(NC1CC(=O)N(CC2CC2)C1)c1ccnc([*:1])c1,COC(=O)[*:1]>>C[*:1],COC(=O)[*:1],C[*:1],14486,15330,1,1,1.0,19,4,1,23,20,70,20+,F[*:1]>>N#C[*:1],c043892726d5aeb5f3985a61d84dae99c3b054216fd647debb4cc5a28bd1a92d,5ddfbb364794d4d3a8755d8dfde779a126b9f98adea6e2a43b38d295e66eab68,COC(=O)c1cc(C(=O)NC2CC(=O)N(CC3CC3)C2)ccn1,Cc1cc(C(=O)NC2CC(=O)N(CC3CC3)C2)ccn1
1aa8caea7e8d2f431e72403372b7df5c4ddb622880461569f0ad0acf4a81894c,5e8eea9368a93a08a30e57117dcf600b143033a3025c9247e9bac9214d0f6889,CC1C[NH+](Cc2ccccc2)CC1CNC(=O)C1([*:1])CCCC1,C[*:1]>>N#C[*:1],C[*:1],N#C[*:1],8614,41483,1,1,1.0,22,1,2,23,24,64,20+,C[*:1]>>FC(F)(F)[*:1],65170ab7f542b14c2f87a9950eafa03306c8033ed2e8a70df7e5e32498b42a60,715926429a56244d663e268fc890ad321b717f0e95fea2740527262b1183ab83,CC1C[NH+](Cc2ccccc2)CC1CNC(=O)C1(C)CCCC1,CC1C[NH+](Cc2ccccc2)CC1CNC(=O)C1(C#N)CCCC1
79fc305c99c32f70c143f40cd9367ced4f5ae16305779c94b47b45ef95ad009d,1abb0f2a678a8aec79dc4f50bdf97c9cef6694cfb7ecaa8d2296ae58e680f801,CC1CCC(NC(=O)CN2CCCC2)CN1C(=O)[*:1],COC[*:1]>>C[*:1],COC[*:1],C[*:1],23289,17204,1,1,1.0,18,3,1,21,19,63,20+,CC(C)C[*:1]>>CC(C)[*:1],5e13b54f59000aeaab0158b2cac7f4bd0b81ebeaa6b2b2484d69b08e2913d7e7,7a8e0b3d161fd0cd6e0c3bbf80e78e2eb200ee94d3af78359bf9faf7712634b5,COCC(=O)N1CC(NC(=O)CN2CCCC2)CCC1C,CC(=O)N1CC(NC(=O)CN2CCCC2)CCC1C
ffb0f90173aab452efab773e1b2652e1d789256e75a1d7138ce79c7716392593,abbe9152365d4620aa7809366401ae84faab0d2d4740be020242f535230eab8c,CCC(C)C(C)N1CC(=O)NC([*:1])C1=O,CC(C)C[*:1]>>C[*:1],CC(C)C[*:1],C[*:1],8903,8053,1,1,1.0,14,4,1,18,15,63,20+,C[*:1]>>OC[*:1],17f33aaa10d2e43f64d45ed8293cc7a6b01eb775003c14a0910b24b60529772a,70c489424aa9bb9e4a59fe4200bb6a6ef21546a22d15eaa8f2f3bdb428563137,CCC(C)C(C)N1CC(=O)NC(CC(C)C)C1=O,CCC(C)C(C)N1CC(=O)NC(C)C1=O
4ac566cf039713d646ab8a1c93972c5fbf222cdb38e8b3e3676d65b20ee89524,3e9842c4a922aa8b8ea2a753169e6a08656cf37668215fa5dc2e8705495024c7,Cc1cc([*:1])ncc1Nc1cccc(C#N)c1C,CO[*:1]>>Cl[*:1],CO[*:1],Cl[*:1],25115,4951,1,1,1.0,17,2,1,19,18,58,20+,CC[*:1]>>CO[*:1],ef366d2c6752f9484e4ff97aa7893ce2a16ca74d7637a130dad21e64cd63703d,30ffc5a372c96071d69f333394bdbf0a8be94f04f871f07340e6997b66b5d022,COc1cc(C)c(Nc2cccc(C#N)c2C)cn1,Cc1cc(Cl)ncc1Nc1cccc(C#N)c1C
5620b880a2ad3f80bcf6452c28fba1dc8a7828fb2d8bf1959c9c2530e4a5ee9c,923e947cef9e85f4469bae386a08a26783bfa4d92d06705c3a857ee2e2ce7448,Cc1nn(C)cc1C(NN)c1c(Cl)cnn1C[*:1],CC[*:1]>>COC[*:1],CC[*:1],COC[*:1],35126,24670,1,1,1.0,17,2,3,19,20,56,20+,CC(C)C[*:1]>>Cc1cccc([*:1])c1,21c90ca3d1df8e95e3c567c212f59b0094a0e51c842d897e283da6670a8cf1c9,ff58d314c4fab2758ce3152df18973062fa42c5e8649182d1d9831c422283c81,CCCn1ncc(Cl)c1C(NN)c1cn(C)nc1C,COCCn1ncc(Cl)c1C(NN)c1cn(C)nc1C
2e4d0f01ff013785a395dd314cec2bf004d01e68afbd87e2eee20ee91005974c,76025057eb93f8f7f41df262bb602e5e9de65d384315d273c6c19bf350224621,OCC1C(O)CC(NCC2CCCCC2)C1Cc1ccnc([*:1])n1,CC(C)(C)[*:1]>>CC(C)[*:1],CC(C)(C)[*:1],CC(C)[*:1],31770,11379,1,1,1.0,23,4,3,27,26,55,20+,C1CC([*:1])C1>>CC(C)C[*:1],36322e218227d584ed5599fdd2818e55a2ed6746e6e2c72886485215ab6026c0,76bbd7ff5428bc7afa8d2efc38f6a93272828c4325e96969c5a43c0db465b48d,CC(C)(C)c1nccc(CC2C(NCC3CCCCC3)CC(O)C2CO)n1,CC(C)c1nccc(CC2C(NCC3CCCCC3)CC(O)C2CO)n1
345407f3d51c739d91b3b8cdfce0b857ea90a46af4dd0f24674932e449a4043d,5d7b3c62d76b3dca542857eac8ffe588724f1f7a15294bf3bd75ec16f6753612,Cc1c(C=NN2C(=O)C3C4C=CC(C4)C3C2=O)c2ccccc2n1C[*:1],COC(=O)[*:1]>>N#C[*:1],COC(=O)[*:1],N#C[*:1],1348,16722,1,1,1.0,25,4,2,29,27,52,20+,C1CC1[*:1]>>C1CCC([*:1])C1,70d32a78a135d52af5a880d674fd79474aedaf775fb0babd21d4868dbc3da47e,d33e419d475a1b6a318ee1b2419b1c14b372e679b9f5459b66db3e47ccc91b9d,COC(=O)Cn1c(C)c(C=NN2C(=O)C3C4C=CC(C4)C3C2=O)c2ccccc21,Cc1c(C=NN2C(=O)C3C4C=CC(C4)C3C2=O)c2ccccc2n1CC#N
8bc173cfbd19bb614248a31fe275e5213801cdbf4b6532fb70f733e5022c391a,9a7a31cff8c10213c33f1af4050c2299f0d36191d2ff8792bcd91045278f7881,COCC1(CC(=O)NC2CN(C(=O)C3CCCC3[*:1])C2)CC1,CC[*:1]>>CO[*:1],CC[*:1],CO[*:1],22803,6606,1,1,1.0,21,2,2,23,23,51,20+,Fc1cccc([*:1])c1>>c1ccc([*:1])cc1,db087b2ac2a17642ee1e3991813be4a8fc201c4aca9d7dc8848cf2681fb31fce,34270ab764dafe9fb7d99f7c80339891d49547dc30526cc7f61ca3a02fd30d61,CCC1CCCC1C(=O)N1CC(NC(=O)CC2(COC)CC2)C1,COCC1(CC(=O)NC2CN(C(=O)C3CCCC3OC)C2)CC1
78deb16e524bcf2c4eaf40f9fad9a3e3d3bfa2f98725daa25e860cfae2f17878,5c7fab1c1799f7a08df2b47be97a87a286d8b4617e0c044a7d6fabae8d99a29c,CN(CCOCC1CC1)C1CC(C(C)(C)C)CCC1[*:1],N[*:1]>>O[*:1],N[*:1],O[*:1],41057,12796,1,1,1.0,19,1,1,20,20,51,20+,CC(C)C[*:1]>>COC[*:1],ae568f714bd6d043c6cff7e3f2056d143310177152239f2f4865cfa4d4e4b4ef,be96096721f624185e98cf00a588abb7afe87a70c78540c9b3e53095888d7502,CN(CCOCC1CC1)C1CC(C(C)(C)C)CCC1N,CN(CCOCC1CC1)C1CC(C(C)(C)C)CCC1O
71af15ab4fa77822a6f4b51ca403e5b0dbb4967436f822e529f9013d9f2bae30,984b180a5a64b1d4b2ace2384a6c15c0e445eff62e6de3494907a3a36e08c915,NCC1(C(=O)Cc2ccn([*:1])n2)CCC1,CC(C)[*:1]>>CCC(C)[*:1],CC(C)[*:1],CCC(C)[*:1],4038,36428,1,1,1.0,14,3,4,17,18,50,20+,COC(=O)[*:1]>>F[*:1],d40738806f33995deb5a63e2e6ce2b19e6bb63c0eb9c00be77de75d59dabd79b,35fff26cb7e9b97a520c90af751c3f31afa5f99dfc12c7734abee97a50961a16,CC(C)n1ccc(CC(=O)C2(CN)CCC2)n1,CCC(C)n1ccc(CC(=O)C2(CN)CCC2)n1
26a82414ddb7ec4910355a8abf43b0f8c31fcd8ff58257726bdf4278bafd2f8b,a5a2141e3d1fe69bfdd27b931e3152c3d031dc51eb3048f8de9be33688519e29,Oc1ccccc1Cc1nnc(N2CC3CCCC3C2)n1[*:1],CC(C)C[*:1]>>CC[*:1],CC(C)C[*:1],CC[*:1],8055,45818,1,1,1.0,21,4,2,25,23,50,20+,Br[*:1]>>C[*:1],2cb4bc2bd335e784c8fcba316e2a06e27bae7b9dc3ec20f660ab3f0bd50252b9,69317e2b5ab8cec443bdc5992dcaf9b670b70d807f3f0da82f0afdefaef6a752,CC(C)Cn1c(Cc2ccccc2O)nnc1N1CC2CCCC2C1,CCn1c(Cc2ccccc2O)nnc1N1CC2CCCC2C1
be14eb9fbedb4ccd0acc770a632b4d1faac00699a0d39086bcfe005928962207,ddf4bdfd93fb5c1e49161c5af919bbd574083f34be8bcb82e239f5d15f048bdd,O=C(NCC[*:1])c1cncc(Nc2ccc(Br)cc2)c1,CC(C)[*:1]>>CCC[*:1],CC(C)[*:1],CCC[*:1],3651,37642,1,1,1.0,19,3,3,22,22,49,20+,COC(=O)[*:1]>>NC(=O)[*:1],954f4d639c7d4767f67b95fcfc44a7489a6cfc60020c66c867fbd50dc3d7941c,ec27521cc1cb1de8b74b7b7c5122f358d3b4978ff8ca07085227b6b84b0a63de,CC(C)CCNC(=O)c1cncc(Nc2ccc(Br)cc2)c1,CCCCCNC(=O)c1cncc(Nc2ccc(Br)cc2)c1
0b48d809e2db7e2556a6751320e97f26f4f3ed9c7bfe8b6b8479378e5dfe1c33,98be61052f90d0a8d69a1122f56f9a8ff3e877cc585ad5156038c672aac9d24a,NC(Cc1cnc[nH]1)C(=O)NC(C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CO)C(=O)O)[*:1],CCC(C)[*:1]>>C[*:1],CCC(C)[*:1],C[*:1],44403,9833,1,1,1.0,31,4,1,35,32,46,20+,Br[*:1]>>O=[N+]([O-])[*:1],691ee4047576c2dd0fbef35124f9435d19cd0216f5da7fcaad6a031042901448,c225fcac0c3e43b4e0504d8beabbeb49a6ffc8050b3934fb249f085d0417066e,CCC(C)C(NC(=O)C(N)Cc1cnc[nH]1)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CO)C(=O)O,CC(NC(=O)C(N)Cc1cnc[nH]1)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CO)C(=O)O
28bb7da051dd297e1dc80134fa0944649885b6b8572199e1cdc7926ead72c4b0,413062d2179016ff1793b17dea269b2ce0091d32bdbaf56f8efe22d4be0f3b5a,c1c([*:1])nnc2c1OCCS2,COC(=O)[*:1]>>O=C(O)[*:1],COC(=O)[*:1],O=C(O)[*:1],12228,12149,1,1,1.0,10,4,3,14,13,46,20+,CC(C)(C)[*:1]>>CC[*:1],c8f4df4863cef3772d9c270ea78da46b17bb60280e8884f9cee7af7c42bb27e7,79a804a420a6adcf96a4966d47f5b2b45aaa53854360dda457054cf57bd4ca1e,COC(=O)c1cc2c(nn1)SCCO2,O=C(O)c1cc2c(nn1)SCCO2
5f553a4d3b50b48bbe927846a05e62c97822897cb631b0a9c0323932e7c49baa,09a2bfe12d438fa72a7d5efc3576c8d9bdb35cbf4e1bd89570e8f913d1dec98b,CCCC1NC(=O)CN([*:1])C1=O,CCC(C)[*:1]>>CC[*:1],CCC(C)[*:1],CC[*:1],918,27915,1,1,1.0,11,4,2,15,13,46,20+,C1CCC([*:1])CC1>>CC(C)(C)[*:1],b1fccb0b85113116830240c334a5d7ff5acde35c14982cb01007db676691d82a,ff6e6abb1a0b3e8db2c3d9d337347e23121e5e1b04d277e2420df928cbdcbe36,CCCC1NC(=O)CN(C(C)CC)C1=O,CCCC1NC(=O)CN(CC)C1=O
128d3efffe03c0f9d669ffa8b901df18209cb5ba0a1aa81f3461404fc1fa9b05,c6889b5c2135e08e6e1fd0131944fce59d0c1f64cf13fe05313b873410dcc306,C#CCCCC(=O)NCC1CC(Nc2nccnc2[*:1])C1,F[*:1]>>N#C[*:1],F[*:1],N#C[*:1],22852,16061,1,1,1.0,20,1,2,21,22,46,20+,COC(=O)[*:1]>>F[*:1],54506706944d61bd00b5c97a5eae494d094ca316691c5ba41a4571b1461a3186,cdd7bb0e1f148a950e1f3a53f5431efe279ab88e271bffe97cc853c83d15ab1a,C#CCCCC(=O)NCC1CC(Nc2nccnc2F)C1,C#CCCCC(=O)NCC1CC(Nc2nccnc2C#N)C1
