query_position,target_hash,target_smiles,decoded_smiles_raw__correct_embedding,decoded_smiles_raw__shuffled_embedding,decoded_smiles_raw__wrong_molecule_embedding,decoded_smiles_raw__zero_embedding,decoded_canonical_smiles__correct_embedding,decoded_canonical_smiles__shuffled_embedding,decoded_canonical_smiles__wrong_molecule_embedding,decoded_canonical_smiles__zero_embedding,exact_canonical_reconstruction__correct_embedding,exact_canonical_reconstruction__shuffled_embedding,exact_canonical_reconstruction__wrong_molecule_embedding,exact_canonical_reconstruction__zero_embedding,molecular_identity_recovery__correct_embedding,molecular_identity_recovery__shuffled_embedding,molecular_identity_recovery__wrong_molecule_embedding,molecular_identity_recovery__zero_embedding,morgan_similarity_to_target__correct_embedding,morgan_similarity_to_target__shuffled_embedding,morgan_similarity_to_target__wrong_molecule_embedding,morgan_similarity_to_target__zero_embedding,condition_source_smiles__correct_embedding,condition_source_smiles__shuffled_embedding,condition_source_smiles__wrong_molecule_embedding,condition_source_smiles__zero_embedding,condition_source_identity_recovery__correct_embedding,condition_source_identity_recovery__shuffled_embedding,condition_source_identity_recovery__wrong_molecule_embedding,condition_source_identity_recovery__zero_embedding
327,5668e4b021330f82a3da76090c58a37d765d5d7ca97abb616e0db99c7152aeab,O=C(NC1CC2CCC1C2)OCCl,O=C(NC1CC2CCC1C2)OCCl,Cc1cccc(S(=O)(=O)N2CCN(C3=CN4C=CC(C)N=C4N3)CC2)c1,CCOC(=O)NC1C2CCC(C2)C1Cl,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,O=C(NC1CC2CCC1C2)OCCl,Cc1cccc(S(=O)(=O)N2CCN(C3=CN4C=CC(C)N=C4N3)CC2)c1,CCOC(=O)NC1C2CCC(C2)C1Cl,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05263157894736842,0.40476190476190477,0.12857142857142856,O=C(NC1CC2CCC1C2)OCCl,Cc1cccc(S(=O)(=O)N2CCN(C3=NC=CN4CC(C)N=C34)CC2)c1,CCOC(=O)NC1C2CCC(C2)C1Cl,,1.0,0.0,1.0,
5508,c1b5b0d76bcd688457fc68228be04ce40681fd21e6402bb7089e197dc04089c2,CC(C)NC(=O)CN1CC2CCN(C(=O)c3ccnnc3)C2C1,CC(C)NC(=O)CN1CC2CCN(C(=O)c3ccnnc3)C2C1,CCCCN(CCC)C(CCC)C(N)=S,CCCC(C)NC(=O)CN1CC2OCCN(C(=O)c3cnccn3)C2C1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,CC(C)NC(=O)CN1CC2CCN(C(=O)c3ccnnc3)C2C1,CCCCN(CCC)C(CCC)C(N)=S,CCCC(C)NC(=O)CN1CC2OCCN(C(=O)c3cnccn3)C2C1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06944444444444445,0.39473684210526316,0.21951219512195122,CC(C)NC(=O)CN1CC2CCN(C(=O)c3ccnnc3)C2C1,CCCCN(CCCC)C(CC)C(N)=S,CCCC(C)NC(=O)CN1CC2OCCN(C(=O)c3cnccn3)C2C1,,1.0,0.0,1.0,
419,465dad85f5a70cf881977028ac09c1653f13a6f6f55b96a1436146002a9862f4,CC(CC(=O)NCC[NH2+]CCOC1CC1(F)F)n1cccc1,CC(CC(=O)NCC[NH2+]CCOC1CC1(F)F)n1cccc1,CCn1cnc2c1c(=O)n(CCC(=O)Nc1ccc(S(=O)(=O)N(C)CC)cc1)c(=O)n2C,CC[NH+](CCNC(=O)C1CC1(C)C)CCn1cccn1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,CC(CC(=O)NCC[NH2+]CCOC1CC1(F)F)n1cccc1,CCN(C)S(=O)(=O)c1ccc(NC(=O)CCn2c(=O)c3c(ncn3CC)n(C)c2=O)cc1,CC[NH+](CCNC(=O)C1CC1(C)C)CCn1cccn1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.09782608695652174,0.2361111111111111,0.1728395061728395,CC(CC(=O)NCC[NH2+]CCOC1CC1(F)F)n1cccc1,CCN(CC)S(=O)(=O)c1ccc(NC(=O)CCn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,CC[NH+](CCNC(=O)C1CC1(C)C)CCn1cccn1,,1.0,0.0,1.0,
8689,3b48c39cfed1b17b8615af668a15450b101d9c68d073faaaa2fa17fe40588a1a,Cc1ccc(CN2CCC(NC(=O)C3CC3C(N)=O)C2=O)cc1,Cc1ccc(CN2CCC(NC(=O)C3CC3C(N)=O)C2=O)cc1,CC(Cc1ccsc1)NC(=O)C1=NOC(C[NH3+])C1,COC(=O)C1CC1C(=O)NC1CCN(Cc2ccc(C#N)cc2)C1=O,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,Cc1ccc(CN2CCC(NC(=O)C3CC3C(N)=O)C2=O)cc1,CC(Cc1ccsc1)NC(=O)C1=NOC(C[NH3+])C1,COC(=O)C1CC1C(=O)NC1CCN(Cc2ccc(C#N)cc2)C1=O,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.15,0.6206896551724138,0.20253164556962025,Cc1ccc(CN2CCC(NC(=O)C3CC3C(N)=O)C2=O)cc1,CC(Cc1ccsc1)NC(=O)C1=NOC(C[NH3+])C1,COC(=O)C1CC1C(=O)NC1CCN(Cc2ccc(C#N)cc2)C1=O,,1.0,1.0,1.0,
8753,8b8d64dff7373bd5e150c6c90104382354fbbf2056e5b88f4a42b4ed82febeaa,Fc1ccc(OC(F)(F)F)cc1Nc1cccnc1,Fc1ccc(OC(F)(F)F)cc1Nc1cccnc1,CC(C)(C)C1CC[NH+](Cc2cn(CC(N)=O)nn2)CC1O,Fc1ncccc1Nc1ccc(OC(F)(F)F)cc1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,Fc1ccc(OC(F)(F)F)cc1Nc1cccnc1,CC(C)(C)C1CC[NH+](Cc2cn(CC(N)=O)nn2)CC1O,Fc1ncccc1Nc1ccc(OC(F)(F)F)cc1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05063291139240506,0.48936170212765956,0.11538461538461539,Fc1ccc(OC(F)(F)F)cc1Nc1cccnc1,CC(C)(C)C1CC[NH+](Cc2cn(CC(N)=O)nn2)CC1O,Fc1ncccc1Nc1ccc(OC(F)(F)F)cc1,,1.0,1.0,1.0,
1867,b0c7ce9a69ea80e68f965b7f8789e39303c851bb902bfdb83f6a789d0a9bdd9e,Cc1nc(C)c(C(=O)N2C(C(=O)[O-])CCC2c2ccccc2)[nH]1,Cc1nc(C)c(C(=O)N2C(C(=O)[O-])CCC2c2ccccc2)[nH]1,CCOC(=O)C1CCCCC1NC(=O)c1nccnc1SC,CC1Cc2c[nH]nc2C(C(=O)N(C)Cc2ccc(C(=O)[O-])cc2)C1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,Cc1nc(C)c(C(=O)N2C(C(=O)[O-])CCC2c2ccccc2)[nH]1,CCOC(=O)C1CCCCC1NC(=O)c1nccnc1SC,CC1Cc2c[nH]nc2C(C(=O)N(C)Cc2ccc(C(=O)[O-])cc2)C1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.18181818181818182,0.17721518987341772,Cc1nc(C)c(C(=O)N2C(C(=O)[O-])CCC2c2ccccc2)[nH]1,CCOC(=O)C1CCCCC1NC(=O)c1nccnc1SC,CC1Cc2cn[nH]c2C(C(=O)N(C)Cc2ccc(C(=O)[O-])cc2)C1,,1.0,1.0,0.0,
6546,4be636541d86a9125a74698c0a7f58cab4ec8e8629e92eac2d0cde5d9dbe05fa,CN1CCOC(COCc2nc(-c3ccccc3)cs2)C1=O,CN1CCOC(COCc2nc(-c3ccccc3)cs2)C1=O,NC(=S)c1ccc(Nc2ccccc2I)cn1,COCCOC1CCN(C(=O)Cc2csc(-c3ccccc3)n2)C1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,CN1CCOC(COCc2nc(-c3ccccc3)cs2)C1=O,NC(=S)c1ccc(Nc2ccccc2I)cn1,COCCOC1CCN(C(=O)Cc2csc(-c3ccccc3)n2)C1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07792207792207792,0.26582278481012656,0.11235955056179775,CN1CCOC(COCc2nc(-c3ccccc3)cs2)C1=O,NC(=S)c1ccc(Nc2ccccc2I)cn1,COCCOC1CCN(C(=O)Cc2csc(-c3ccccc3)n2)C1,,1.0,1.0,1.0,
271,761f06f84930d6065f405c500f0d0e15724a2e1c61b037801751104d5194ce75,Cc1cccc(C2C(=O)NCCN2C(=O)NCC2=CCCC2)c1,Cc1cccc(C2C(=O)NCCN2C(=O)NCC2=CCCC2)c1,CC(C)(C)CC(=O)N1CCC2(CC1)OCC(C(=O)O)N2Cc1ccccc1,O=C([O-])C1c2ccccc2CCN1C(=O)NCC1=CCCC1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,Cc1cccc(C2C(=O)NCCN2C(=O)NCC2=CCCC2)c1,CC(C)(C)CC(=O)N1CCC2(CC1)OCC(C(=O)O)N2Cc1ccccc1,O=C([O-])C1c2ccccc2CCN1C(=O)NCC1=CCCC1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.15294117647058825,0.4411764705882353,0.18604651162790697,Cc1cccc(C2C(=O)NCCN2C(=O)NCC2=CCCC2)c1,CC(C)(C)CC(=O)N1C(C(=O)O)COC12CCN(Cc1ccccc1)CC2,O=C([O-])C1c2ccccc2CCN1C(=O)NCC1=CCCC1,,1.0,0.0,1.0,
6036,4333314bbca45f2f7d3bb6c9c4abfd5ef38721bdfd47f44ea31b0c1730f3b0b5,CC(C)C(C)NC(=O)CC1CC2CCC1C2,CC(C)C(C)NC(=O)CC1CC2CCC1C2,CCOC(=O)C1(NCC#Cc2ccc(F)cc2)CCc2ccccc21,CC(C)NC(=O)CC1CC2CCC1C2,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,CC(C)C(C)NC(=O)CC1CC2CCC1C2,CCOC(=O)C1(NCC#Cc2ccc(F)cc2)CCc2ccccc21,CC(C)NC(=O)CC1CC2CCC1C2,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0945945945945946,0.7714285714285715,0.17142857142857143,CC(C)C(C)NC(=O)CC1CC2CCC1C2,CCOC(=O)C1(NCC#Cc2ccc(F)cc2)CCc2ccccc21,CC(C)NC(=O)CC1CC2CCC1C2,,1.0,1.0,1.0,
9163,99cff21ae2bc5068986965bbe02c6d3141b0120c0d55f11728f8617f914288d3,CCC1CCCC(NC(=O)c2cncc(NC)n2)C1,CCC1CCCC(NC(=O)c2cncc(NC)n2)C1,Fc1cc(Cl)ccc1CNc1cc[nH+]c(N2CCCC2)n1,CCC1CCCC(NC(=O)c2cnc(NC)cn2)C1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,CCC1CCCC(NC(=O)c2cncc(NC)n2)C1,Fc1cc(Cl)ccc1CNc1cc[nH+]c(N2CCCC2)n1,CCC1CCCC(NC(=O)c2cnc(NC)cn2)C1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.11538461538461539,0.7,0.17721518987341772,CCC1CCCC(NC(=O)c2cncc(NC)n2)C1,Fc1cc(Cl)ccc1CNc1nc(N2CCCC2)cc[nH+]1,CCC1CCCC(NC(=O)c2cnc(NC)cn2)C1,,1.0,0.0,1.0,
2976,c15de6a847aaa0160b8194c176f4558ee56af7204a1d61a7a0ecb85c580602e1,NC(=S)c1ccc(Nc2ccccc2I)cn1,NC(=S)c1ccc(Nc2ccccc2I)cn1,CC(NC(=O)C1CCC(=O)N1)C(=O)N1CCCC1(C(=O)OCc1ccccc1)c1ccccn1,NC(=S)c1c(Br)cccc1Nc1cccnc1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,NC(=S)c1ccc(Nc2ccccc2I)cn1,CC(NC(=O)C1CCC(=O)N1)C(=O)N1CCCC1(C(=O)OCc1ccccc1)c1ccccn1,NC(=S)c1c(Br)cccc1Nc1cccnc1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.09782608695652174,0.37254901960784315,0.09090909090909091,NC(=S)c1ccc(Nc2ccccc2I)cn1,CC(NC(=O)C1CCC(=O)N1)C(=O)N1CCCC1(C(=O)OCc1ccccc1)c1ccccn1,NC(=S)c1c(Br)cccc1Nc1cccnc1,,1.0,1.0,1.0,
1226,fa39368278c740af2561d03f560d01a9e60c131e0a7af346b12fa751762066fb,Cc1ccc(C(=O)N2CC3CC2C[NH+]3CC2CCC2)nc1C,Cc1ccc(C(=O)N2CC3CC2C[NH+]3CC2CCC2)nc1C,COC(=O)c1nc(Nc2cc(OC)c(OC)c(OC)c2)ccc1OC,Cc1cc(C(=O)N2CCC3CC[NH+](CCC4CC4)C3C2)c(C)nn1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,Cc1ccc(C(=O)N2CC3CC2C[NH+]3CC2CCC2)nc1C,COC(=O)c1nc(Nc2cc(OC)c(OC)c(OC)c2)ccc1OC,Cc1cc(C(=O)N2CCC3CC[NH+](CCC4CC4)C3C2)c(C)nn1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.12162162162162163,0.24358974358974358,0.15476190476190477,Cc1ccc(C(=O)N2CC3CC2C[NH+]3CC2CCC2)nc1C,COC(=O)c1nc(OC)ccc1Nc1cc(OC)c(OC)c(OC)c1,Cc1cc(C(=O)N2CCC3CC[NH+](CCC4CC4)C3C2)c(C)nn1,,1.0,0.0,1.0,
