query_id,pair_id,core,transform,lhs_index,rhs_index,lhs_hash,rhs_hash,lhs_substituent,rhs_substituent,lhs_parent_heavy_atoms,rhs_parent_heavy_atoms,seed_hash,target_hash,seed_smiles,target_smiles
e7d37e501f75260040d133add75dab8341f386d75fee127ffd55599a14096e94,c6a19435d9f9f4256b8b3705f65c82414acbed381cdbe2db0f6460c02a163ab0,Nc1cc([*:1])ccc1Nc1ccc2ncccc2c1,C[*:1]>>Cl[*:1],36273,3617,4d655879c507d770bab8b33143735b57feba67c9a6a332c7fd28a9915af441d2,d2a7df7e9885165ef5c03d5b3412f9d32010ffb3162458397d683fb1b8dc6a87,C[*:1],Cl[*:1],19,19,4d655879c507d770bab8b33143735b57feba67c9a6a332c7fd28a9915af441d2,d2a7df7e9885165ef5c03d5b3412f9d32010ffb3162458397d683fb1b8dc6a87,Cc1ccc(Nc2ccc3ncccc3c2)c(N)c1,Nc1cc(Cl)ccc1Nc1ccc2ncccc2c1
b572055fd4a38fdd054fe5f79ee82698307495fe6804d9e67ca9afd52d1c70d5,bea335512cfd898f4f74a6f892f64c37bd643df2d8dd51c15400b4691acd097f,CC(C[*:1])NC1CC2CCC1C2,CO[*:1]>>O=C(O)[*:1],48372,29739,3cf26b61780c58d41e917606470965aec9aa5ccffd60e2b340ed6f1e23b54600,48fb1e3a8d4783bb578e79cfd988b80d4e339cb03645698b49f3d41df51995ee,CO[*:1],O=C(O)[*:1],13,14,3cf26b61780c58d41e917606470965aec9aa5ccffd60e2b340ed6f1e23b54600,48fb1e3a8d4783bb578e79cfd988b80d4e339cb03645698b49f3d41df51995ee,COCC(C)NC1CC2CCC1C2,CC(CC(=O)O)NC1CC2CCC1C2
c30957086409e37863c10e852ad3187026af2ab872da80ad38e5ec056f710f7a,c2cdf40aa55c962facbc41339254ce3f0db9dfd9f567242aeeb5ead38d2a5468,O=C(NCc1cn(CC2CCC([*:1])O2)nn1)c1ccccc1,C[*:1]>>FC(F)(F)[*:1],13607,1325,61a72a06c77a8888d4aeba46836b0119d89e67deea97062a4a1c221fdd07d68e,b2feeaaa3b1620c6df1f96937d4293930e662deec43052e457bad1ff337cf0fb,C[*:1],FC(F)(F)[*:1],22,25,61a72a06c77a8888d4aeba46836b0119d89e67deea97062a4a1c221fdd07d68e,b2feeaaa3b1620c6df1f96937d4293930e662deec43052e457bad1ff337cf0fb,CC1CCC(Cn2cc(CNC(=O)c3ccccc3)nn2)O1,O=C(NCc1cn(CC2CCC(C(F)(F)F)O2)nn1)c1ccccc1
69148de7e3e8f8c7e52618583e22b999196e5f0381f8d4eabc0571b626a08f64,866f6363318d05e21696ee231fb85a006b9d72d924b1314784c9cc5b9fda0ab3,CN(CCOc1ccc([*:1])cc1)C(=O)CC1C=CS(=O)(=O)C1,CO[*:1]>>F[*:1],33228,8937,aa6d32e47d7eaea22ca680278b1f29a110419e4b25dd7a0f7224cc0c9a731cdf,ba878bbfc2d863cfae8eae08c3b443522db4cbeac638112e66b6c64282e5fbaf,CO[*:1],F[*:1],23,22,aa6d32e47d7eaea22ca680278b1f29a110419e4b25dd7a0f7224cc0c9a731cdf,ba878bbfc2d863cfae8eae08c3b443522db4cbeac638112e66b6c64282e5fbaf,COc1ccc(OCCN(C)C(=O)CC2C=CS(=O)(=O)C2)cc1,CN(CCOc1ccc(F)cc1)C(=O)CC1C=CS(=O)(=O)C1
bab1bbff7b9dfa1832b9b5934da8869038bde6c006c79e30d95c995bc3cabcff,ffb31a1d2d8ff527a976a30c35ea51989b8c7afb0bc38c3b5b1e0374ede491f4,Cc1c[nH]c(=S)n1C(c1cccs1)[*:1],CCC[*:1]>>CC[*:1],37484,39701,bc3e8a520814b70ac2faa6f7ae19e0fb2b824f444b23f64d2f3e37800111b67f,0dbfc3fcb8662a10b9e74971fc5ef50e51de5f6b2b7bb7893cb1e38abf50b8f4,CCC[*:1],CC[*:1],16,15,bc3e8a520814b70ac2faa6f7ae19e0fb2b824f444b23f64d2f3e37800111b67f,0dbfc3fcb8662a10b9e74971fc5ef50e51de5f6b2b7bb7893cb1e38abf50b8f4,CCCC(c1cccs1)n1c(C)c[nH]c1=S,CCC(c1cccs1)n1c(C)c[nH]c1=S
90fe64312e4f154e68e4f655e9ba8fb194ded235761c98c1b25c3816938a0d28,b049d7603a0484d72663000916f61266ec1cc10b4e03c6cafa6dc8bc4ea929ad,CCc1ccccc1C(=O)NCC1COCCN1CCC[*:1],C[*:1]>>F[*:1],11515,42792,b1ba3c368fbd1cff688c205000a31638430e6ea57ec27d2221bd2dbb5aad667c,2d26c0aec399c1f1a6f962c6257b1bc95260726184218903ba75edd75286a321,C[*:1],F[*:1],22,22,b1ba3c368fbd1cff688c205000a31638430e6ea57ec27d2221bd2dbb5aad667c,2d26c0aec399c1f1a6f962c6257b1bc95260726184218903ba75edd75286a321,CCCCN1CCOCC1CNC(=O)c1ccccc1CC,CCc1ccccc1C(=O)NCC1COCCN1CCCF
b4c997d646a0b0167c40ee710ff0044a0e615b8f085f6dcb5e1a12d7deec95dc,ba466ec1f8a37d8186c7fd2201bff6ac4f6285cb2476a3c948f13a4b7771381d,NC(=O)C1CCC(CNC(=O)c2cnn(CCO[*:1])c2)CC1,CC[*:1]>>C[*:1],21405,36956,67507ec7754fcc3f0d6c80b60bc37110c408ea6135abb349720471ef79a1c55a,d58891ad1db2a8db76c28e6ba7f2d0ff9735e439c7ce090bebffbe63770fb299,CC[*:1],C[*:1],23,22,67507ec7754fcc3f0d6c80b60bc37110c408ea6135abb349720471ef79a1c55a,d58891ad1db2a8db76c28e6ba7f2d0ff9735e439c7ce090bebffbe63770fb299,CCOCCn1cc(C(=O)NCC2CCC(C(N)=O)CC2)cn1,COCCn1cc(C(=O)NCC2CCC(C(N)=O)CC2)cn1
433be1049af2cc19e2f0e2fc3343a04ce1c912979c550a1c2fd18f9560c4cab0,71295bafb306b7649559b32de2abefee7c4ad740f9c3535ad6256c4df1cb1a87,CCOC1CC2C([*:1])CCCC2(OC)O1,COc1cccc([*:1])c1>>Fc1ccc([*:1])cc1,29909,30336,de68806a7d1cf6d7871b1a448bf8b9c1676927791ad67a4131385ad782f14fbe,a4967c8f3c1127824fa44645e819fb74652b859ea81b685eed6e50990a36bce4,COc1cccc([*:1])c1,Fc1ccc([*:1])cc1,22,21,de68806a7d1cf6d7871b1a448bf8b9c1676927791ad67a4131385ad782f14fbe,a4967c8f3c1127824fa44645e819fb74652b859ea81b685eed6e50990a36bce4,CCOC1CC2C(c3cccc(OC)c3)CCCC2(OC)O1,CCOC1CC2C(c3ccc(F)cc3)CCCC2(OC)O1
bd8db1893730cd65bb855dbd84b4b5cb9c8cd17e5b40b2740dce01009a75359e,2426fa7538b0fc5d56803c0a9fff16398720e74115143d3d3770d8bc0d040710,CCC1C(=O)NC(C)(CC)C(=O)N1C(C)[*:1],CCCCC[*:1]>>CCCC[*:1],11363,1704,bc611248801d648582ef88a32e7a2c3a30c071111c4328324080b0724bc06220,d972567699ee25d51c99e2ab4f492caeea4e67228c24afdbdc752788fd22e6f9,CCCCC[*:1],CCCC[*:1],20,19,bc611248801d648582ef88a32e7a2c3a30c071111c4328324080b0724bc06220,d972567699ee25d51c99e2ab4f492caeea4e67228c24afdbdc752788fd22e6f9,CCCCCC(C)N1C(=O)C(C)(CC)NC(=O)C1CC,CCCCC(C)N1C(=O)C(C)(CC)NC(=O)C1CC
802373cf7020624f25b17895ea0f0be8af97b3a74dc2c12ba14c5bad8ea77220,88736efd31ac467f880035723eb8db490cc7c2df5325f080a959349dbb1fa70f,C1CC2COC(C(C3CCOCC3)[*:1])CN2C1,CCCN[*:1]>>N[*:1],45777,16813,b1f412ba67d3f3178aae932341522a69160731ab8bff7c04c29cbe10bab7330e,204f9cc460651c49a3b59cac552d864f6cf11ceecfda4bee0b092747a20e183a,CCCN[*:1],N[*:1],20,17,b1f412ba67d3f3178aae932341522a69160731ab8bff7c04c29cbe10bab7330e,204f9cc460651c49a3b59cac552d864f6cf11ceecfda4bee0b092747a20e183a,CCCNC(C1CCOCC1)C1CN2CCCC2CO1,NC(C1CCOCC1)C1CN2CCCC2CO1
d9a36e4320747862352da107a0efc971cd700dc34c834ecb353e47664279e75d,2f55bfa1be778a40ef1f18c508ff1e231abfda0b1c4e7c9146168414822d97b3,CCc1cccc(OCC(=O)NC(C)C2CN(C(=O)[*:1])C2)c1,CCCC[*:1]>>C[*:1],41397,25725,8139f972fd280340e9df2b130926ae94390984715760936343cf8b5c3a3feda4,669bc7c0402a16a90b63119f5c5ee72a67d494e7d6ac38278ded5df7dca91451,CCCC[*:1],C[*:1],25,22,8139f972fd280340e9df2b130926ae94390984715760936343cf8b5c3a3feda4,669bc7c0402a16a90b63119f5c5ee72a67d494e7d6ac38278ded5df7dca91451,CCCCC(=O)N1CC(C(C)NC(=O)COc2cccc(CC)c2)C1,CCc1cccc(OCC(=O)NC(C)C2CN(C(C)=O)C2)c1
d9f537f9c105ef0e132a6380205768094db5472283a1bfaa63d7019b9976b070,c7b5600467af93c54af417ecf950e993eb67b83027ffeb8d270e33aadcb04577,CC1CN(C(=O)c2cc(=O)n(C)o2)CC1NC(=O)CC[*:1],CC(C)[*:1]>>COC[*:1],34592,28111,21b49df3d9d71d05810929fbad51add6fca61b482a23e3f2391a3ec58c685082,d9020cf6ba8aa82e051c65ee102e784353c410ce269c01f762fd2e9ad56234df,CC(C)[*:1],COC[*:1],23,23,21b49df3d9d71d05810929fbad51add6fca61b482a23e3f2391a3ec58c685082,d9020cf6ba8aa82e051c65ee102e784353c410ce269c01f762fd2e9ad56234df,CC(C)CCC(=O)NC1CN(C(=O)c2cc(=O)n(C)o2)CC1C,COCCCC(=O)NC1CN(C(=O)c2cc(=O)n(C)o2)CC1C
2a2b87eef38b921391281b29c41cd76bf138541f5773d7c982f6c7cbfff9ab49,3d845cbefaeea8c297865b9d6ebf251c19a591fb39510b8db86df8f9e35fee21,CCC1(OC(=O)CN)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(N)cc1c2[Si](C)(C)[*:1],CC(C)[*:1]>>CCC[*:1],36510,37835,7c2319f64647ed25e6cf6cb8abdb7417f5f66557525858033f36618980b16355,30408ce2a59665ca339dfb5fd1e38673ae006bc2c5e332735bc4fe42d2f71a21,CC(C)[*:1],CCC[*:1],37,37,7c2319f64647ed25e6cf6cb8abdb7417f5f66557525858033f36618980b16355,30408ce2a59665ca339dfb5fd1e38673ae006bc2c5e332735bc4fe42d2f71a21,CCC1(OC(=O)CN)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(N)cc1c2[Si](C)(C)C(C)C,CCC[Si](C)(C)c1c2c(nc3ccc(N)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(CC)OC(=O)CN
3fdf208ad8f638d19e8f67476d7de6e33302d11a745c5356868538da25ce3103,18f70b6e036733a36d50eec70841a37b61f5765bd2d416b309272cb74e540ef5,CCn1nccc1N1CCCC(NC(=O)c2ccc(C)c([*:1])c2)C1=O,N#C[*:1]>>O=[N+]([O-])[*:1],2309,31782,a5abf0421f7925878fe6bf5460fd8d189253fb458ed4796f0156e4a08d44fae1,c16261458707ac9138be2633d708c3402b8d1029299aee9de8afddaee9b44645,N#C[*:1],O=[N+]([O-])[*:1],26,27,a5abf0421f7925878fe6bf5460fd8d189253fb458ed4796f0156e4a08d44fae1,c16261458707ac9138be2633d708c3402b8d1029299aee9de8afddaee9b44645,CCn1nccc1N1CCCC(NC(=O)c2ccc(C)c(C#N)c2)C1=O,CCn1nccc1N1CCCC(NC(=O)c2ccc(C)c([N+](=O)[O-])c2)C1=O
a6f5a86a8158e681728dc5f61efc53f14b269c7cdf42dcc842dd4a2f4f5dcb9f,00a0ec23351b593e561c9aba947280345f2e768b710257bb2260b61e55f3f20c,O=C(NC1CCN(C(=O)C2([*:1])CCC2)CC1)C1CCCCC1,C[*:1]>>O=C(O)[*:1],28143,42345,420dc0e1d1b34f30bed70006862766ad59804b9fa941da0c17961f5ffd492bbd,bf57b3cc4d78a7f70c9f28d9ae8574c546eab188f38e0be8dbe40659fc76cb57,C[*:1],O=C(O)[*:1],22,24,420dc0e1d1b34f30bed70006862766ad59804b9fa941da0c17961f5ffd492bbd,bf57b3cc4d78a7f70c9f28d9ae8574c546eab188f38e0be8dbe40659fc76cb57,CC1(C(=O)N2CCC(NC(=O)C3CCCCC3)CC2)CCC1,O=C(NC1CCN(C(=O)C2(C(=O)O)CCC2)CC1)C1CCCCC1
a19c5aa08aacb6f4e00a81a884e12a38df8ba49a532eeee9bcc07a2cf8ba52f6,06442dfe5d527c1b05aeee0ccfb83472a40d1363437d0646fdf8c07d7f6ec6be,CNC(CCC(C)[*:1])CC1CC2CCC1C2,CO[*:1]>>C[*:1],45451,13559,38d53ed0b2603153bb3b9f860226e7139284c8d43e48bec440d24970b2a2a5e0,2bc2dfe13d244f753c14fae48fd535161352b403cab6fa5b353da36364da3842,CO[*:1],C[*:1],17,16,38d53ed0b2603153bb3b9f860226e7139284c8d43e48bec440d24970b2a2a5e0,2bc2dfe13d244f753c14fae48fd535161352b403cab6fa5b353da36364da3842,CNC(CCC(C)OC)CC1CC2CCC1C2,CNC(CCC(C)C)CC1CC2CCC1C2
9077948940b51d6f035bc88574820180b8ecdc42fbdd4a428022f2431e6ef5e2,3e9233b65aeb44ddf0c6e2ffbddc477fd15db2f377ff824bb5ade0afc5fd15d7,O=C(CCC1CCCC1)NCC(=O)NCC1CCC[NH+]1[*:1],CC[*:1]>>OCCC[*:1],8517,40576,40c504f042a8f3641331efd8e916725d1b6e4bec3a5dbbc80acb99c79ccfe6dc,31d6ae02ecab90750d8a92835df67addb0c592cf51690b50c011400fd1f4b9a4,CC[*:1],OCCC[*:1],22,24,40c504f042a8f3641331efd8e916725d1b6e4bec3a5dbbc80acb99c79ccfe6dc,31d6ae02ecab90750d8a92835df67addb0c592cf51690b50c011400fd1f4b9a4,CC[NH+]1CCCC1CNC(=O)CNC(=O)CCC1CCCC1,O=C(CCC1CCCC1)NCC(=O)NCC1CCC[NH+]1CCCO
5438c3b64e31cec5a4f99810652a6e6cae7d11f359f9e197f2cb25c8e44599f1,551242492da25cd80c59114e98807e28ea2fee27c23c6c81c40b411317a88cfc,COc1ccccc1CNC(=O)CSc1nnc(-c2cccc(C)c2)n1[*:1],CCC[*:1]>>C[*:1],15,22286,31a0d6d5861204660927e4c2384388327170c59371363ca751c216b3097307f3,ea52628041f324e113b96e442c858781b87be7734707fa7f877d5eb35d5baf88,CCC[*:1],C[*:1],29,27,31a0d6d5861204660927e4c2384388327170c59371363ca751c216b3097307f3,ea52628041f324e113b96e442c858781b87be7734707fa7f877d5eb35d5baf88,CCCn1c(SCC(=O)NCc2ccccc2OC)nnc1-c1cccc(C)c1,COc1ccccc1CNC(=O)CSc1nnc(-c2cccc(C)c2)n1C
65510ca77e4bc2ef7fab08f45fa4620b6ea9eece51723ac8c9f0a865099232a0,b5357a8233c6a0fa4c06aa3efde06fe1986028aedf35e6ec11e75ca57a5a5338,CSc1cccnc1NC(=O)NC(C1CC1)[*:1],C[*:1]>>OCC[*:1],35728,46954,278e9ec46ac319f4bef53686190ecd1cb5457304d634954f294e9f04ba85f4ff,1a8f9824ca016b04a78405c8414f8b252e7b0f38d8e22680b7882a81f7ccc30d,C[*:1],OCC[*:1],17,19,278e9ec46ac319f4bef53686190ecd1cb5457304d634954f294e9f04ba85f4ff,1a8f9824ca016b04a78405c8414f8b252e7b0f38d8e22680b7882a81f7ccc30d,CSc1cccnc1NC(=O)NC(C)C1CC1,CSc1cccnc1NC(=O)NC(CCO)C1CC1
47ebeb0946d568ff6ff9e463f6d70b5a80b4d2f4e6df072d14f3f44f5cdca281,75682f26c3253fd980c24492b892232a5e8da504e085f5b0cfe94e978c85e413,CCC1C(C)CNc2c(Br)c([*:1])nn21,CCCC[*:1]>>CCC[*:1],3021,12078,63f64741d33cbfcf2364d130aeeed6efe1823d2f82352e317144c17ed667e748,5b8f4b15ee2319c34047a643bf83437bee4d2e9c583822d2361fc139f8b9d0de,CCCC[*:1],CCC[*:1],17,16,63f64741d33cbfcf2364d130aeeed6efe1823d2f82352e317144c17ed667e748,5b8f4b15ee2319c34047a643bf83437bee4d2e9c583822d2361fc139f8b9d0de,CCCCc1nn2c(c1Br)NCC(C)C2CC,CCCc1nn2c(c1Br)NCC(C)C2CC
0f68e7cf4fad492e0298d7df1bfba4c98732393654ce44c27b0ceeb80ee4cc94,b9f90f8ad290d92b1a40b334832ae3e31f8b62db3a7e01fcff34292f1b9b99ed,O=C(CCc1cn[nH]c1)N1CC2C[NH+](CC[*:1])CC2C1,C=C[*:1]>>COC[*:1],42013,12622,674f2889dbd68b333752384490c953637e025235cfe3b4de913cff89e14eb4e9,389dfc49aba2d40c556745f8b7df38fe8dd7cd34a85c57788bc79f3c104f9d25,C=C[*:1],COC[*:1],21,22,674f2889dbd68b333752384490c953637e025235cfe3b4de913cff89e14eb4e9,389dfc49aba2d40c556745f8b7df38fe8dd7cd34a85c57788bc79f3c104f9d25,C=CCC[NH+]1CC2CN(C(=O)CCc3cn[nH]c3)CC2C1,COCCC[NH+]1CC2CN(C(=O)CCc3cn[nH]c3)CC2C1
126979b3519d0a62109d57bf2b3098b58a8b1f4d49f79cbeffda926e9aa4c6b2,c3f72b8aeeee11a02c017230d25e1ca265ff55d5c41ae0e221f069e9126b703f,CC1SCC(c2noc(-c3cccc([*:1])c3N)n2)SC1C,C[*:1]>>Cl[*:1],49770,28943,5f6652165e688605c6b883772d6fec1c6811a135c6cb5f62cfe5f89e0831538f,ec9b5e7af16ca2b5d7ac9bd7c4ba133c9bd618b7ef7321395171fd0c3a11037e,C[*:1],Cl[*:1],21,21,5f6652165e688605c6b883772d6fec1c6811a135c6cb5f62cfe5f89e0831538f,ec9b5e7af16ca2b5d7ac9bd7c4ba133c9bd618b7ef7321395171fd0c3a11037e,Cc1cccc(-c2nc(C3CSC(C)C(C)S3)no2)c1N,CC1SCC(c2noc(-c3cccc(Cl)c3N)n2)SC1C
3c02ef96e3156cea73d9834f77e66270c72120ce4375c0fbdc552801314b4f86,4237c96a52516c167846cbeb61e598d0795129270ef3b1fe45641207b86ad0f1,N#CC(C1CC2CCC1C2)[*:1],CO[*:1]>>O=C(O)[*:1],21396,19912,d26343286da41704eae949a5def63697e5c55345e4ee6075a783a14b3a213140,e0ffc7c9568576c7ebf72149a40330e285f23105a677aacc8661c0ecfa868df7,CO[*:1],O=C(O)[*:1],12,13,d26343286da41704eae949a5def63697e5c55345e4ee6075a783a14b3a213140,e0ffc7c9568576c7ebf72149a40330e285f23105a677aacc8661c0ecfa868df7,COC(C#N)C1CC2CCC1C2,N#CC(C(=O)O)C1CC2CCC1C2
a1b4d667b4c441d6eb1ca72d3f30d929eac94f8903b479d2c736fef64f192350,db14c8f7f38e9a98669a3b6b37a662f4d9b7b1b6dce59087011cd9a385b45e8f,CC(NCC(C#N)[*:1])C1CC2CCC1C2,C[*:1]>>FC(F)(F)[*:1],25986,26686,352b3705342933b1a7deb5aba5035cfa1165ef69f184ffbd940a054596463a16,82dd993aecd7b04943a594c56f02f7b916f7e32c1b39468eb1eed7173b3c9c79,C[*:1],FC(F)(F)[*:1],15,18,352b3705342933b1a7deb5aba5035cfa1165ef69f184ffbd940a054596463a16,82dd993aecd7b04943a594c56f02f7b916f7e32c1b39468eb1eed7173b3c9c79,CC(C#N)CNC(C)C1CC2CCC1C2,CC(NCC(C#N)C(F)(F)F)C1CC2CCC1C2
