space,query_id,transform,seed_hash,true_target_hash,top1_candidate_hash,seed_smiles,true_target_smiles,top1_candidate_smiles,target_rank_within_50,top1_morgan_tanimoto_to_seed,top1_same_scaffold_as_seed,top1_single_cut_mmp_to_seed
graph_256,e7d37e501f75260040d133add75dab8341f386d75fee127ffd55599a14096e94,C[*:1]>>Cl[*:1],4d655879c507d770bab8b33143735b57feba67c9a6a332c7fd28a9915af441d2,d2a7df7e9885165ef5c03d5b3412f9d32010ffb3162458397d683fb1b8dc6a87,d2a7df7e9885165ef5c03d5b3412f9d32010ffb3162458397d683fb1b8dc6a87,Cc1ccc(Nc2ccc3ncccc3c2)c(N)c1,Nc1cc(Cl)ccc1Nc1ccc2ncccc2c1,Nc1cc(Cl)ccc1Nc1ccc2ncccc2c1,1,0.7209302325581395,True,True
graph_256,b572055fd4a38fdd054fe5f79ee82698307495fe6804d9e67ca9afd52d1c70d5,CO[*:1]>>O=C(O)[*:1],3cf26b61780c58d41e917606470965aec9aa5ccffd60e2b340ed6f1e23b54600,48fb1e3a8d4783bb578e79cfd988b80d4e339cb03645698b49f3d41df51995ee,2584abab02e52bba3e7a2e06ff4d50a554766aaf3e73922b4d0d22e931ba268e,COCC(C)NC1CC2CCC1C2,CC(CC(=O)O)NC1CC2CCC1C2,CCCC(O)CNC1CC2CCC1C2,20,0.3953488372093023,True,False
graph_256,c30957086409e37863c10e852ad3187026af2ab872da80ad38e5ec056f710f7a,C[*:1]>>FC(F)(F)[*:1],61a72a06c77a8888d4aeba46836b0119d89e67deea97062a4a1c221fdd07d68e,b2feeaaa3b1620c6df1f96937d4293930e662deec43052e457bad1ff337cf0fb,b2feeaaa3b1620c6df1f96937d4293930e662deec43052e457bad1ff337cf0fb,CC1CCC(Cn2cc(CNC(=O)c3ccccc3)nn2)O1,O=C(NCc1cn(CC2CCC(C(F)(F)F)O2)nn1)c1ccccc1,O=C(NCc1cn(CC2CCC(C(F)(F)F)O2)nn1)c1ccccc1,1,0.7321428571428571,True,True
graph_256,69148de7e3e8f8c7e52618583e22b999196e5f0381f8d4eabc0571b626a08f64,CO[*:1]>>F[*:1],aa6d32e47d7eaea22ca680278b1f29a110419e4b25dd7a0f7224cc0c9a731cdf,ba878bbfc2d863cfae8eae08c3b443522db4cbeac638112e66b6c64282e5fbaf,ba878bbfc2d863cfae8eae08c3b443522db4cbeac638112e66b6c64282e5fbaf,COc1ccc(OCCN(C)C(=O)CC2C=CS(=O)(=O)C2)cc1,CN(CCOc1ccc(F)cc1)C(=O)CC1C=CS(=O)(=O)C1,CN(CCOc1ccc(F)cc1)C(=O)CC1C=CS(=O)(=O)C1,1,0.8163265306122449,True,True
graph_256,bab1bbff7b9dfa1832b9b5934da8869038bde6c006c79e30d95c995bc3cabcff,CCC[*:1]>>CC[*:1],bc3e8a520814b70ac2faa6f7ae19e0fb2b824f444b23f64d2f3e37800111b67f,0dbfc3fcb8662a10b9e74971fc5ef50e51de5f6b2b7bb7893cb1e38abf50b8f4,0dbfc3fcb8662a10b9e74971fc5ef50e51de5f6b2b7bb7893cb1e38abf50b8f4,CCCC(c1cccs1)n1c(C)c[nH]c1=S,CCC(c1cccs1)n1c(C)c[nH]c1=S,CCC(c1cccs1)n1c(C)c[nH]c1=S,1,0.8048780487804879,True,True
graph_256,90fe64312e4f154e68e4f655e9ba8fb194ded235761c98c1b25c3816938a0d28,C[*:1]>>F[*:1],b1ba3c368fbd1cff688c205000a31638430e6ea57ec27d2221bd2dbb5aad667c,2d26c0aec399c1f1a6f962c6257b1bc95260726184218903ba75edd75286a321,2d26c0aec399c1f1a6f962c6257b1bc95260726184218903ba75edd75286a321,CCCCN1CCOCC1CNC(=O)c1ccccc1CC,CCc1ccccc1C(=O)NCC1COCCN1CCCF,CCc1ccccc1C(=O)NCC1COCCN1CCCF,1,0.8627450980392157,True,True
graph_256,b4c997d646a0b0167c40ee710ff0044a0e615b8f085f6dcb5e1a12d7deec95dc,CC[*:1]>>C[*:1],67507ec7754fcc3f0d6c80b60bc37110c408ea6135abb349720471ef79a1c55a,d58891ad1db2a8db76c28e6ba7f2d0ff9735e439c7ce090bebffbe63770fb299,d58891ad1db2a8db76c28e6ba7f2d0ff9735e439c7ce090bebffbe63770fb299,CCOCCn1cc(C(=O)NCC2CCC(C(N)=O)CC2)cn1,COCCn1cc(C(=O)NCC2CCC(C(N)=O)CC2)cn1,COCCn1cc(C(=O)NCC2CCC(C(N)=O)CC2)cn1,1,0.8269230769230769,True,True
graph_256,433be1049af2cc19e2f0e2fc3343a04ce1c912979c550a1c2fd18f9560c4cab0,COc1cccc([*:1])c1>>Fc1ccc([*:1])cc1,de68806a7d1cf6d7871b1a448bf8b9c1676927791ad67a4131385ad782f14fbe,a4967c8f3c1127824fa44645e819fb74652b859ea81b685eed6e50990a36bce4,a4967c8f3c1127824fa44645e819fb74652b859ea81b685eed6e50990a36bce4,CCOC1CC2C(c3cccc(OC)c3)CCCC2(OC)O1,CCOC1CC2C(c3ccc(F)cc3)CCCC2(OC)O1,CCOC1CC2C(c3ccc(F)cc3)CCCC2(OC)O1,1,0.6727272727272727,True,True
graph_256,bd8db1893730cd65bb855dbd84b4b5cb9c8cd17e5b40b2740dce01009a75359e,CCCCC[*:1]>>CCCC[*:1],bc611248801d648582ef88a32e7a2c3a30c071111c4328324080b0724bc06220,d972567699ee25d51c99e2ab4f492caeea4e67228c24afdbdc752788fd22e6f9,d972567699ee25d51c99e2ab4f492caeea4e67228c24afdbdc752788fd22e6f9,CCCCCC(C)N1C(=O)C(C)(CC)NC(=O)C1CC,CCCCC(C)N1C(=O)C(C)(CC)NC(=O)C1CC,CCCCC(C)N1C(=O)C(C)(CC)NC(=O)C1CC,1,0.9230769230769231,True,True
graph_256,802373cf7020624f25b17895ea0f0be8af97b3a74dc2c12ba14c5bad8ea77220,CCCN[*:1]>>N[*:1],b1f412ba67d3f3178aae932341522a69160731ab8bff7c04c29cbe10bab7330e,204f9cc460651c49a3b59cac552d864f6cf11ceecfda4bee0b092747a20e183a,204f9cc460651c49a3b59cac552d864f6cf11ceecfda4bee0b092747a20e183a,CCCNC(C1CCOCC1)C1CN2CCCC2CO1,NC(C1CCOCC1)C1CN2CCCC2CO1,NC(C1CCOCC1)C1CN2CCCC2CO1,1,0.5833333333333334,True,True
graph_256,d9a36e4320747862352da107a0efc971cd700dc34c834ecb353e47664279e75d,CCCC[*:1]>>C[*:1],8139f972fd280340e9df2b130926ae94390984715760936343cf8b5c3a3feda4,669bc7c0402a16a90b63119f5c5ee72a67d494e7d6ac38278ded5df7dca91451,669bc7c0402a16a90b63119f5c5ee72a67d494e7d6ac38278ded5df7dca91451,CCCCC(=O)N1CC(C(C)NC(=O)COc2cccc(CC)c2)C1,CCc1cccc(OCC(=O)NC(C)C2CN(C(C)=O)C2)c1,CCc1cccc(OCC(=O)NC(C)C2CN(C(C)=O)C2)c1,1,0.8,True,True
graph_256,d9f537f9c105ef0e132a6380205768094db5472283a1bfaa63d7019b9976b070,CC(C)[*:1]>>COC[*:1],21b49df3d9d71d05810929fbad51add6fca61b482a23e3f2391a3ec58c685082,d9020cf6ba8aa82e051c65ee102e784353c410ce269c01f762fd2e9ad56234df,d9020cf6ba8aa82e051c65ee102e784353c410ce269c01f762fd2e9ad56234df,CC(C)CCC(=O)NC1CN(C(=O)c2cc(=O)n(C)o2)CC1C,COCCCC(=O)NC1CN(C(=O)c2cc(=O)n(C)o2)CC1C,COCCCC(=O)NC1CN(C(=O)c2cc(=O)n(C)o2)CC1C,1,0.7454545454545455,True,True
graph_256,2a2b87eef38b921391281b29c41cd76bf138541f5773d7c982f6c7cbfff9ab49,CC(C)[*:1]>>CCC[*:1],7c2319f64647ed25e6cf6cb8abdb7417f5f66557525858033f36618980b16355,30408ce2a59665ca339dfb5fd1e38673ae006bc2c5e332735bc4fe42d2f71a21,30408ce2a59665ca339dfb5fd1e38673ae006bc2c5e332735bc4fe42d2f71a21,CCC1(OC(=O)CN)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(N)cc1c2[Si](C)(C)C(C)C,CCC[Si](C)(C)c1c2c(nc3ccc(N)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(CC)OC(=O)CN,CCC[Si](C)(C)c1c2c(nc3ccc(N)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(CC)OC(=O)CN,1,0.8205128205128205,True,True
graph_256,3fdf208ad8f638d19e8f67476d7de6e33302d11a745c5356868538da25ce3103,N#C[*:1]>>O=[N+]([O-])[*:1],a5abf0421f7925878fe6bf5460fd8d189253fb458ed4796f0156e4a08d44fae1,c16261458707ac9138be2633d708c3402b8d1029299aee9de8afddaee9b44645,c16261458707ac9138be2633d708c3402b8d1029299aee9de8afddaee9b44645,CCn1nccc1N1CCCC(NC(=O)c2ccc(C)c(C#N)c2)C1=O,CCn1nccc1N1CCCC(NC(=O)c2ccc(C)c([N+](=O)[O-])c2)C1=O,CCn1nccc1N1CCCC(NC(=O)c2ccc(C)c([N+](=O)[O-])c2)C1=O,1,0.7313432835820896,True,True
graph_256,a6f5a86a8158e681728dc5f61efc53f14b269c7cdf42dcc842dd4a2f4f5dcb9f,C[*:1]>>O=C(O)[*:1],420dc0e1d1b34f30bed70006862766ad59804b9fa941da0c17961f5ffd492bbd,bf57b3cc4d78a7f70c9f28d9ae8574c546eab188f38e0be8dbe40659fc76cb57,bf57b3cc4d78a7f70c9f28d9ae8574c546eab188f38e0be8dbe40659fc76cb57,CC1(C(=O)N2CCC(NC(=O)C3CCCCC3)CC2)CCC1,O=C(NC1CCN(C(=O)C2(C(=O)O)CCC2)CC1)C1CCCCC1,O=C(NC1CCN(C(=O)C2(C(=O)O)CCC2)CC1)C1CCCCC1,1,0.6904761904761905,True,True
graph_256,a19c5aa08aacb6f4e00a81a884e12a38df8ba49a532eeee9bcc07a2cf8ba52f6,CO[*:1]>>C[*:1],38d53ed0b2603153bb3b9f860226e7139284c8d43e48bec440d24970b2a2a5e0,2bc2dfe13d244f753c14fae48fd535161352b403cab6fa5b353da36364da3842,5c844e0289cb31e2d76d06da05e61b8c1ddf6f5a725394d26ebdd39d5c12d407,CNC(CCC(C)OC)CC1CC2CCC1C2,CNC(CCC(C)C)CC1CC2CCC1C2,CCCCC(CC1CC2CCC1C2)NC,2,0.6341463414634146,True,True
graph_256,9077948940b51d6f035bc88574820180b8ecdc42fbdd4a428022f2431e6ef5e2,CC[*:1]>>OCCC[*:1],40c504f042a8f3641331efd8e916725d1b6e4bec3a5dbbc80acb99c79ccfe6dc,31d6ae02ecab90750d8a92835df67addb0c592cf51690b50c011400fd1f4b9a4,31d6ae02ecab90750d8a92835df67addb0c592cf51690b50c011400fd1f4b9a4,CC[NH+]1CCCC1CNC(=O)CNC(=O)CCC1CCCC1,O=C(CCC1CCCC1)NCC(=O)NCC1CCC[NH+]1CCCO,O=C(CCC1CCCC1)NCC(=O)NCC1CCC[NH+]1CCCO,1,0.7291666666666666,True,True
graph_256,5438c3b64e31cec5a4f99810652a6e6cae7d11f359f9e197f2cb25c8e44599f1,CCC[*:1]>>C[*:1],31a0d6d5861204660927e4c2384388327170c59371363ca751c216b3097307f3,ea52628041f324e113b96e442c858781b87be7734707fa7f877d5eb35d5baf88,ea52628041f324e113b96e442c858781b87be7734707fa7f877d5eb35d5baf88,CCCn1c(SCC(=O)NCc2ccccc2OC)nnc1-c1cccc(C)c1,COc1ccccc1CNC(=O)CSc1nnc(-c2cccc(C)c2)n1C,COc1ccccc1CNC(=O)CSc1nnc(-c2cccc(C)c2)n1C,1,0.8,True,True
graph_256,65510ca77e4bc2ef7fab08f45fa4620b6ea9eece51723ac8c9f0a865099232a0,C[*:1]>>OCC[*:1],278e9ec46ac319f4bef53686190ecd1cb5457304d634954f294e9f04ba85f4ff,1a8f9824ca016b04a78405c8414f8b252e7b0f38d8e22680b7882a81f7ccc30d,1a8f9824ca016b04a78405c8414f8b252e7b0f38d8e22680b7882a81f7ccc30d,CSc1cccnc1NC(=O)NC(C)C1CC1,CSc1cccnc1NC(=O)NC(CCO)C1CC1,CSc1cccnc1NC(=O)NC(CCO)C1CC1,1,0.7,True,True
graph_256,47ebeb0946d568ff6ff9e463f6d70b5a80b4d2f4e6df072d14f3f44f5cdca281,CCCC[*:1]>>CCC[*:1],63f64741d33cbfcf2364d130aeeed6efe1823d2f82352e317144c17ed667e748,5b8f4b15ee2319c34047a643bf83437bee4d2e9c583822d2361fc139f8b9d0de,5b8f4b15ee2319c34047a643bf83437bee4d2e9c583822d2361fc139f8b9d0de,CCCCc1nn2c(c1Br)NCC(C)C2CC,CCCc1nn2c(c1Br)NCC(C)C2CC,CCCc1nn2c(c1Br)NCC(C)C2CC,1,0.85,True,True
graph_256,0f68e7cf4fad492e0298d7df1bfba4c98732393654ce44c27b0ceeb80ee4cc94,C=C[*:1]>>COC[*:1],674f2889dbd68b333752384490c953637e025235cfe3b4de913cff89e14eb4e9,389dfc49aba2d40c556745f8b7df38fe8dd7cd34a85c57788bc79f3c104f9d25,389dfc49aba2d40c556745f8b7df38fe8dd7cd34a85c57788bc79f3c104f9d25,C=CCC[NH+]1CC2CN(C(=O)CCc3cn[nH]c3)CC2C1,COCCC[NH+]1CC2CN(C(=O)CCc3cn[nH]c3)CC2C1,COCCC[NH+]1CC2CN(C(=O)CCc3cn[nH]c3)CC2C1,1,0.6964285714285714,True,True
graph_256,126979b3519d0a62109d57bf2b3098b58a8b1f4d49f79cbeffda926e9aa4c6b2,C[*:1]>>Cl[*:1],5f6652165e688605c6b883772d6fec1c6811a135c6cb5f62cfe5f89e0831538f,ec9b5e7af16ca2b5d7ac9bd7c4ba133c9bd618b7ef7321395171fd0c3a11037e,ec9b5e7af16ca2b5d7ac9bd7c4ba133c9bd618b7ef7321395171fd0c3a11037e,Cc1cccc(-c2nc(C3CSC(C)C(C)S3)no2)c1N,CC1SCC(c2noc(-c3cccc(Cl)c3N)n2)SC1C,CC1SCC(c2noc(-c3cccc(Cl)c3N)n2)SC1C,1,0.7916666666666666,True,True
graph_256,3c02ef96e3156cea73d9834f77e66270c72120ce4375c0fbdc552801314b4f86,CO[*:1]>>O=C(O)[*:1],d26343286da41704eae949a5def63697e5c55345e4ee6075a783a14b3a213140,e0ffc7c9568576c7ebf72149a40330e285f23105a677aacc8661c0ecfa868df7,e0ffc7c9568576c7ebf72149a40330e285f23105a677aacc8661c0ecfa868df7,COC(C#N)C1CC2CCC1C2,N#CC(C(=O)O)C1CC2CCC1C2,N#CC(C(=O)O)C1CC2CCC1C2,1,0.4864864864864865,True,True
graph_256,a1b4d667b4c441d6eb1ca72d3f30d929eac94f8903b479d2c736fef64f192350,C[*:1]>>FC(F)(F)[*:1],352b3705342933b1a7deb5aba5035cfa1165ef69f184ffbd940a054596463a16,82dd993aecd7b04943a594c56f02f7b916f7e32c1b39468eb1eed7173b3c9c79,82dd993aecd7b04943a594c56f02f7b916f7e32c1b39468eb1eed7173b3c9c79,CC(C#N)CNC(C)C1CC2CCC1C2,CC(NCC(C#N)C(F)(F)F)C1CC2CCC1C2,CC(NCC(C#N)C(F)(F)F)C1CC2CCC1C2,1,0.6829268292682927,True,True
graph_256,34a57b40b47a5a175cd389536e33f166b59585c3b801cf58f747a45e0965bb0d,CO[*:1]>>F[*:1],46043b6b7fac402e16ed07cc9e21122e045f8b85e3479e0bae7462b65b41615d,8e9dcd27ac57e2ce770a9f09d997c3304a3c32f970c7fa8fb9292233f5400629,9aeb01a177a803f64601c1d636bd306b5fb055ac326ef8702caaeec84f01f970,COc1ccc(C(=O)c2sc(Nc3ccccc3F)nc2N)cc1,Nc1nc(Nc2ccccc2F)sc1C(=O)c1ccc(F)cc1,COc1ccc(C(=O)c2sc(Nc3ccc(F)cc3)nc2N)c(F)c1,3,0.5333333333333333,True,False
graph_256,1d33027b7659f9ffa5ee2da59dbd899ff38a1265142fec39a0963737218e430f,CCC[*:1]>>CC[*:1],81032c5a87ef88df8bc169158c36d0daf62e12ef8b59f7fa37b203f963c54ea4,caab361bd7a4defd872a1ba20a6801e38a6b742b08e8b070a9b0306cd07efb10,caab361bd7a4defd872a1ba20a6801e38a6b742b08e8b070a9b0306cd07efb10,CCCNC(C#N)(CN(C)C1CCCC1)c1ccccc1,CCNC(C#N)(CN(C)C1CCCC1)c1ccccc1,CCNC(C#N)(CN(C)C1CCCC1)c1ccccc1,1,0.813953488372093,True,True
graph_256,77b9652ad228792c7b86d530959cb8b59c2e8b7583a5432f18e153d45cc7aba4,C[*:1]>>F[*:1],b4b1ebe834edad3c0eccc7ed48a57ec8590da7c39290b17a091afa9bece3aa63,b148d73d577192433ca63c73b5b392e2e38150eef56e8678fc7bf01323d018fd,b148d73d577192433ca63c73b5b392e2e38150eef56e8678fc7bf01323d018fd,Cc1cc(C[NH+]2CCC(n3nccc3C)CC2)cc(C)c1F,Cc1cc(C[NH+]2CCC(n3nccc3C)CC2)cc(F)c1F,Cc1cc(C[NH+]2CCC(n3nccc3C)CC2)cc(F)c1F,1,0.8863636363636364,True,True
graph_256,cad8e827859654356a13380187844e9c2b17b99ac9bbffdafcfa7fc0475ba236,CC[*:1]>>C[*:1],42fdd2355cdcd55d14ef21eebce6f506aab67322e4ef3407f3d055c8c458459a,f78d8e270524bcd874048b8fd286fcdda2bcf77cc99fc0060bbedad124a57a6c,f78d8e270524bcd874048b8fd286fcdda2bcf77cc99fc0060bbedad124a57a6c,CCCC(C)C(=O)N1CCC1CNC(=O)c1snnc1C1CC1,CCC(C)C(=O)N1CCC1CNC(=O)c1snnc1C1CC1,CCC(C)C(=O)N1CCC1CNC(=O)c1snnc1C1CC1,1,0.8490566037735849,True,True
graph_256,2968027de166db075185e9988652663cada6b345d126e031c863e0493498de75,COc1cccc([*:1])c1>>Fc1ccc([*:1])cc1,6d58d53bc30e89be73844d6c5bbb8dfdd444add142df34a8e8145262ab666904,32a4bc9831aef3612b1417f87da2f2ec46b4c0f18c45ec7be9cac7d184473205,32a4bc9831aef3612b1417f87da2f2ec46b4c0f18c45ec7be9cac7d184473205,COc1cccc(C(=O)N2CCC(NC(=O)c3cn[nH]c3)C(C)C2)c1,CC1CN(C(=O)c2ccc(F)cc2)CCC1NC(=O)c1cn[nH]c1,CC1CN(C(=O)c2ccc(F)cc2)CCC1NC(=O)c1cn[nH]c1,1,0.6833333333333333,True,True
graph_256,65cd7d6f58f7fab512f53578dbc150f0cb84620d44e502a7f50702e280dd8155,CCCN[*:1]>>N[*:1],1457ed91fadc8fd03bbbf088647732b3601fc412d81559ada3c5d8d569c6be4f,8607265da5d73bb63a5d20f73654ad5c9f2145987d5fd26645aca6012d855782,8607265da5d73bb63a5d20f73654ad5c9f2145987d5fd26645aca6012d855782,CCCNCc1cnc(N(C)C2CCC2)cn1,CN(c1cnc(CN)cn1)C1CCC1,CN(c1cnc(CN)cn1)C1CCC1,1,0.6,True,True
graph_256,dbfa76d551742cce9cd774927a917b333bff114e471a82eefee15a00a5b578ea,CCCC[*:1]>>C[*:1],7ae8392e796c153362263fb764a3b8dc6860cd730319b4743a15414779bc5a5e,3e54dd678ab3c390c42882eb5097cdf85888eac0ff2581dd531653054b97d30a,3e54dd678ab3c390c42882eb5097cdf85888eac0ff2581dd531653054b97d30a,CCCCOc1ccc(C(=O)NNC(=S)Nc2cccc(C)c2C)cc1OC,COc1ccc(C(=O)NNC(=S)Nc2cccc(C)c2C)cc1OC,COc1ccc(C(=O)NNC(=S)Nc2cccc(C)c2C)cc1OC,1,0.7924528301886793,True,True
graph_256,56330d46986864a16d2fd01d7e0fb0319b8fe61799250fcffe210676172f8829,CC(C)[*:1]>>COC[*:1],b2bb2774f052a9ed170693a43433ba4168d0dd4eebbe3f29546a1c6b650b62c1,4860d53dbc1546f1ec1a6a4e81c81514404dc7d6384f6c12abfc9e095a355b3c,4860d53dbc1546f1ec1a6a4e81c81514404dc7d6384f6c12abfc9e095a355b3c,CC(C)C([NH2+]C1CCOC(C)(C)C1)C1CC1,COCC([NH2+]C1CCOC(C)(C)C1)C1CC1,COCC([NH2+]C1CCOC(C)(C)C1)C1CC1,1,0.575,True,True
graph_256,78e54064c7f738761954bc2ad5724f7248ba5eaa7e0055f3a669451f4c080c30,CC(C)[*:1]>>CCC[*:1],55b1365babe24c75843b51abd709a5ecb234a6d60d2b1567ad6d1e983e0b9c7e,ba71710c48587929549647df1d8ee8d49ad492cde2a8478c342513e814c3e51e,d972567699ee25d51c99e2ab4f492caeea4e67228c24afdbdc752788fd22e6f9,CCCC(C)N1C(=O)C(C)(CC)NC(=O)C1C(C)C,CCCC(C)N1C(=O)C(C)(CC)NC(=O)C1CCC,CCCCC(C)N1C(=O)C(C)(CC)NC(=O)C1CC,2,0.6,True,False
